GEO,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,PRVDR_NUM,SKLTN_REC_SW,STATE_RGN_CD,TRMNTN_EXPRTN_DT,ZIP_CD,CBSA_CD,LONGITUDE,LATITUDE,GRADE_FAC_NAME,GRADEN,GRADEN.01,GEOGRAPHY.1,TOTAL_CIVILIAN_NONINSTITUTIONALIZED_POPULATION,AVG-MEDIAN_AGE_IN_YEARS,TOTAL_HOUSEHOLDS_ESTIMATE,PROP_FAMILY_HOUSEHOLDS,PROP_NONFAMILY_HOUSEHOLDS,AVERAGE_HOUSEHOLD_SIZE,AVERAGE_FAMILY_SIZE,GPS_LIVING_WITH_GCS_UNDER_18_YEARS,PROP__GPS_CARING_FOR_GC_OVER_18,NUMBER_OF_VETERANS,VETERANS_AS_PROP_OF_POPULATION,UNEMPLOYED_VETERANS_PROP_OF_LABOUR_FORCE,HISPANI_OR_LATINO,HISPANIC/LATINO_PROP,WHITE,WHITE_PROP,BLACK_ESTIMATE,BLACK_PROP,NATIVE_AMERICAN/ALASKAN,NATIVE_AMERICAN/ALASKAN_PROP,ASIAN,ASIAN_PROP,NATIVE_HAWAIIAN/PACIFIC_ISLANDER,NATIVE_HAWAIIAN/PACIFIC_ISLANDER_PROP,"OTHER_RACE_ONLY,_NOT_HISPANIC/LATINO","OTHER_RACE_ONLY,_NOT_HISPANIC/LATINO_PROP","TWO_OR_MORE_RACES_ALONE,_NOT_HISPANIC_OR_LATINO_ESTIMATE","TWO_OR_MORE_RACES_ALONE,_NOT_HISPANIC_OR_LATINO_PROP",PROP_NATIVE_BORN,PROP_FOREIGN_BORN,PROP_OF_FOREIGN_BORN_WHO_ARE_NATURALIZED_U.S._CITIZEN,POP_5_YEARS_+,POP_5_YEARS_+_FOREIGN_LANGUAGE_AT_HOME,POP_5_YEARS_+_W/_POOR_ENGLISH,MEDIAN_HOUSEHOLD_INCOME_(DOLLARS),MEAN_HOUSEHOLD_INCOME_(DOLLARS),MEDIAN_FAMILY_INCOME_(DOLLARS),MEAN_FAMILY_INCOME_(DOLLARS),PER_CAPITA_INCOME_(DOLLARS),ALL_FAMILIES%,MARRIED_COUPLE_FAMILIES%,FEMALE_HOUSEHOLDER_NO_HUSBAND%,ALL_PEOPLE%,UNDER_18%,PERCENT_(LABOR_FORCE_PARTICIPATION_RATE),LABOUR_FORCE_%,EMPLOYED_16+%,EMPLOYED_%_16+,UNEMPLOYMENT%,MILITARY%,NOT_IN_LABOURFORCE%,"POPULATION_25_YEARS_
AND_OVER%",PERCENT_LESS_THAN_9TH_GRADE%,"PERCENT_9TH_TO_12TH_GRADE,_NO_DIPLOMA",PERCENT_HIGH_SCHOOL_GRADUATE_(INCLUDES_EQUIVALENCY),"PERCENT_SOME_COLLEGE,_NO_DEGREE",PERCENT_ASSOCIATE'S_DEGREE,PERCENT_BACHELOR'S_DEGREE,PERCENT_GRADUATE_OR_PROFESSIONAL_DEGREE,PERCENT_HIGH_SCHOOL_GRADUATE_OR_HIGHER,POPULATION_25_YEARS_AND_OVER_WITH_EARNINGS,LESS_THAN_HIGH_SCHOOL_GRADUATE_EARNINGS_(DOLLARS),HIGH_SCHOOL_GRADUATE__EARNINGS_(DOLLARS),SOME_COLLEGE_OR_ASSOCIATE'S_DEGREE_EARNINGS_(DOLLARS),BACHELOR'S_DEGREE_EARNINGS_(DOLLARS),GRADUATE_OR_PROFESSIONAL_DEGREE_EARNINGS_(DOLLARS),MEDIAN_VALUE_(DOLLARS)
SAN BERNARDINO,19921228,N,SAN BERNARDINO COMMUNITY HOSPITAL,05D0665987,Y,LAB,19980831,92411,40140,-117.3217772,34.1314087,COMMUNITY HOSPITAL OF SAN BERNARDINO,100,1,SAN BERNARDINO CITY,209942,31.7,60714,76.3,23.7,3.38,3.87,8608,26.6,6308,4,0,140482,64.7,33954,15.6,26137,12,655,0.3,7239,3.3,169,0.1,92,0,8255,3.8,78.9,21.1,37.6,201506,49.3,17.5,43718,60394,56696,74722,25208,10.5,5.8,23.1,20.8,22.5,58.5,58.4,53.2,5.2,8.9,0.1,41.5,91359,2.7,6.8,24,27.7,9.4,19.3,10.1,90.5,29508,21478,25881,28464,32224,51850,0
UPLAND,20060829,Y,SAN ANTONIO REGIONAL HOSPITAL LABORATORY,05D0564961,N,M1,20190227,91786,40140,-117.6378263,34.1015661,SAN ANTONIO REGIONAL HOSPITAL,80,0.8,UPLAND CITY,76615,38.1,25582,74.9,25.1,2.98,3.4,N,N,2663,4.4,21.2,39840,51.8,26269,34.1,2527,3.3,0,0,6433,8.4,0,0,35,0,1881,2.4,83.8,16.2,61.7,72170,36.8,9.7,-,22751,-,N,10768,0,0,-,34.5,-,0,0,0,0,-,0,100,113,0,7.1,47.8,45.1,0,0,0,92.9,-,-,-,-,-,-,0
UPLAND,20180727,Y,SAN ANTONIO REGIONAL HOSPITAL BLOOD GAS LABORATORY,05D0690398,N,M1,20190314,91786,40140,-117.6378263,34.1015661,SAN ANTONIO REGIONAL HOSPITAL,80,0.8,UPLAND CITY,76615,38.1,25582,74.9,25.1,2.98,3.4,N,N,2663,4.4,21.2,39840,51.8,26269,34.1,2527,3.3,0,0,6433,8.4,0,0,35,0,1881,2.4,83.8,16.2,61.7,72170,36.8,9.7,30866,50907,48304,75003,21898,15.5,7.6,35.7,37.2,29.1,60.8,60.6,52,8.6,14.2,0.2,39.2,9033,1.6,3.6,14.2,22.5,7.7,30.7,19.7,94.8,23053,21964,20763,18943,21671,42476,0
UPLAND,19960710,N,SAN ANTONIO REGIONAL HOSP LAB-POC,05D0917154,Y,M1,20200709,91786,40140,-117.6378263,34.1015661,SAN ANTONIO REGIONAL HOSPITAL,80,0.8,UPLAND CITY,76615,38.1,25582,74.9,25.1,2.98,3.4,N,N,2663,4.4,21.2,39840,51.8,26269,34.1,2527,3.3,0,0,6433,8.4,0,0,35,0,1881,2.4,83.8,16.2,61.7,72170,36.8,9.7,40034,51113,43514,59485,21089,15.1,14,7.6,24.3,23.1,54.2,54.2,51.1,3.1,5.7,0,45.8,1913,6.3,8.5,27.8,29.6,13.5,10.2,4,85.2,25545,13608,13966,37708,35982,-,0
VICTORVILLE,19960712,Y,DESERT VALLEY HOSPITAL ARTERIAL,05D0891693,N,M2,19960713,92392,40140,-117.2977603,34.4717272,DESERT VALLEY HOSPITAL,100,1,VICTORVILLE CITY,118407,33.3,35088,72.2,27.8,3.38,4.02,6227,33.8,5671,6.5,6.1,71743,58.6,26614,21.7,12210,10,44,0,5869,4.8,190,0.2,42,0,5753,4.7,79.1,20.9,41.1,111958,43.1,15.2,-,64228,-,76742,32320,0,0,0,4.6,0,46.5,46.5,46.5,0,0,0,53.5,113,0,0,21.2,24.8,9.7,35.4,8.8,100,45795,-,-,78281,-,-,0
VICTORVILLE,20001222,N,DESERT VALLEY MEDICAL GROUP INC,05D0981350,Y,LAB,20021223,92392,40140,-117.2977603,34.4717272,DESERT VALLEY HOSPITAL,100,1,VICTORVILLE CITY,118407,33.3,35088,72.2,27.8,3.38,4.02,6227,33.8,5671,6.5,6.1,71743,58.6,26614,21.7,12210,10,44,0,5869,4.8,190,0.2,42,0,5753,4.7,79.1,20.9,41.1,111958,43.1,15.2,62917,61972,64722,81819,33747,9.4,10.3,0,14.2,0,32.4,32.4,30.4,2,6.1,0,67.6,102,0,0,3.9,16.7,10.8,15.7,52.9,100,52917,-,-,-,-,-,0
VICTORVILLE,20021126,N,DESERT VALLEY MEDICAL GROUP INC,05D1006725,Y,M1,20181125,92392,40140,-117.2977603,34.4717272,DESERT VALLEY HOSPITAL,100,1,VICTORVILLE CITY,118407,33.3,35088,72.2,27.8,3.38,4.02,6227,33.8,5671,6.5,6.1,71743,58.6,26614,21.7,12210,10,44,0,5869,4.8,190,0.2,42,0,5753,4.7,79.1,20.9,41.1,111958,43.1,15.2,50500,57135,60417,66704,25740,9.4,0,23.3,21.4,27.7,58.2,58.2,55.1,3.1,5.3,0,41.8,843,2.1,3.4,27,25.7,6.9,26.3,8.4,94.4,31620,-,36354,36029,23125,50238,0
VICTORVILLE,20040317,N,DESERT VALLEY HOSPITAL-CATH LAB,05D1023507,Y,M1,20041001,92392,40140,-117.2977603,34.4717272,DESERT VALLEY HOSPITAL,100,1,VICTORVILLE CITY,118407,33.3,35088,72.2,27.8,3.38,4.02,6227,33.8,5671,6.5,6.1,71743,58.6,26614,21.7,12210,10,44,0,5869,4.8,190,0.2,42,0,5753,4.7,79.1,20.9,41.1,111958,43.1,15.2,51159,69402,71475,87285,30239,7.8,2.2,37.1,14.1,15.7,61.7,61.7,57.8,3.9,6.4,0,38.3,2189,0,2.3,29.7,22.2,10.3,24.3,11.2,97.7,29681,-,15063,38558,29141,73125,0
SAN DIEGO,19921218,N,UC SAN DIEGO HEALTH CLINICAL LABORATORY-HILLCREST,05D0643085,Y,M1,20190613,92103,41740,-117.1659225,32.754257,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,39720,53317,53800,68910,23749,13,8.6,28.4,22.8,30.3,59.9,59.9,54.5,5.4,9,0,40.1,18804,4.5,8.4,24.4,26.9,10,16.9,8.9,87.1,28018,21739,23995,26679,36317,46667,0
SAN DIEGO,19930219,N,KAISER FOUNDATION HOSPITALS SAN DIEGO,05D0689165,Y,M1,20200730,92120,41740,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,40938,56067,55500,67541,26383,2.3,0,14.3,14,5.6,59.9,59.9,50.6,9.3,15.5,0,40.1,120,1.7,15.8,38.3,15,4.2,14.2,10.8,82.5,40250,-,40625,-,26458,119167,0
SAN DIEGO,19930212,N,SCPMG SAN DIEGO PULMONARY PHYSIOLOGY LAB,05D0689248,Y,M1,20200730,92120,41740,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,41696,70821,63542,97501,32133,3,2.8,5.6,12.5,14,56.4,56.4,54.5,1.9,3.4,0,43.6,1041,1,3.9,27.6,32.9,4.1,18.6,11.9,95.1,26994,-,27000,-,40375,94375,0
SAN DIEGO,19930129,N,SHARP MEMORIAL HOSPITAL,05D0700680,Y,M1,20200831,92123,41740,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,63194,82975,79091,97267,31382,9.4,9.8,0,22.3,34.6,55.1,54.6,48.6,6,11,0.4,44.9,651,0,3.8,27,22.7,8.8,25.7,12,96.2,31691,-,29250,25417,42500,59167,0
SAN DIEGO,20100618,Y,SHARP MEMORIAL HOSPITAL,05D0700681,N,M1,20190227,92123,41740,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,-,N,-,N,N,0,0,-,0,-,32.7,32.7,32.7,0,0,0,67.3,147,0,0,31.3,0,0,68.7,0,100,-,-,-,-,-,-,0
SAN DIEGO,19930429,N,SHARP MEMORIAL HOSPITAL ARTERIAL BLOOD GAS LABORAT,05D0705852,Y,M1,20181103,92123,41740,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,46451,54068,52303,64545,21331,8.9,4.2,21.5,17.6,23.4,56.1,56.1,50.2,5.9,10.5,0,43.9,8064,7.1,7.2,30.3,28.5,9.9,12.8,4.2,85.7,27627,18889,27360,32112,42723,49107,0
SAN DIEGO,20110915,Y,SCRIPPS MERCY HOSPITAL SAN DIEGO,05D0721590,N,M1,20190227,92103,41740,-117.1600534,32.7514518,SCRIPPS MERCY HOSPITAL OF SAN DIEGO,60,0.6,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,28265,52443,35938,69480,24366,17.5,6.3,3.1,25.6,38.5,54.2,54.2,54.2,0,0,0,45.8,656,1.5,18.8,22.6,39.3,7.9,9.9,0,79.7,22564,25536,26534,17095,-,-,0
SAN DIEGO,19930603,N,UCSD MED CTR ANESTHESIA BLOOD GAS LAB,05D0724613,Y,LAB,19940825,92103,41740,-117.1659225,32.754257,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,28000,54222,40625,60088,18568,39.7,31.7,47.8,41.5,53.4,49.6,49.6,42.6,6.9,14,0,50.4,1889,1.7,11.8,26.2,34.6,6.2,17.1,2.4,86.5,29451,-,19783,27569,62821,63816,0
SAN DIEGO,19930201,N,SCPMG NUCLEAR MEDICINE,05D0859029,Y,LAB,19940831,92120,41740,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,56209,67165,63544,74783,24789,4.5,0,11,8.8,10.7,64,64,57.7,6.3,9.9,0,36,2530,6.6,2.8,31.5,35.8,7.2,11.1,5.1,90.6,40532,-,34891,39948,58750,68533,0
SAN DIEGO,19930304,N,UCSD MED CENTR NEONATAL BLOOD GAS LAB,05D0863341,Y,LAB,20001231,92103,41740,-117.1659225,32.754257,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,66667,78415,82167,96645,33496,4.2,0,22.6,10.1,12.2,61.1,61.1,60,1.2,1.9,0,38.9,737,0,4.7,22.9,37.9,14.7,12.2,7.6,95.3,29167,24500,26111,25833,-,-,0
SAN DIEGO,19930507,N,UCSD MEDICAL CENTER PEDIATRIC PULMONAR,05D0868179,Y,LAB,20010823,92103,41740,-117.1659225,32.754257,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,43493,54081,46250,63087,25451,17.9,14,0,21.7,27.2,61.7,61.7,59.8,2,3.2,0,38.3,556,0,12.1,18.7,39.4,7.4,12.1,10.4,87.9,27250,-,37188,23036,38500,56458,0
SAN DIEGO,19930603,N,UC MEDICAL CENTER - PEDIATRICS,05D0871475,Y,LAB,20010605,92103,41740,-117.1659225,32.754257,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,36793,69745,58036,111085,34368,13.2,7.6,25,22.5,34.1,73.4,73.4,61.2,12.2,16.6,0,26.6,442,5,5.4,20.6,26.9,17.4,23.1,1.6,89.6,27143,-,36827,-,25000,-,0
SAN DIEGO,19930813,N,L S FRIEDMAN MD/ADOLESCENT MED CLINIC,05D0874856,Y,LAB,19970812,92103,41740,-117.1659225,32.754257,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,52136,68592,56856,80375,26809,7.9,5.2,14.5,16.1,16.1,62.3,62.2,56.9,5.2,8.4,0.2,37.7,11334,0.6,7.4,20,27.8,10.4,23.8,10,92,34405,-,32005,30679,39981,65792,0
SAN DIEGO,19930907,Y,SHARP PATHOLOGY LABORATORY 8010,05D0875282,N,M1,19950818,92123,41740,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,35588,49738,35625,53212,23397,9.8,0,27.9,17.7,24.8,66.8,66.2,55.1,11.1,16.7,0.6,33.2,632,0.6,2.7,27.1,21.2,12.8,19.8,15.8,96.7,23542,-,-,21833,24375,73750,0
SAN DIEGO,19940614,N,MERCY HEALTHCARE SAN DIEGO/PRUDENT,05D0887514,Y,LAB,19950315,92103,41740,-117.1600534,32.7514518,SCRIPPS MERCY HOSPITAL OF SAN DIEGO,60,0.6,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,53894,84684,-,126354,32732,16.8,0,100,29.6,31.3,62.5,62.5,58.8,3.7,5.9,0,37.5,500,0,9.4,30,19.2,17.8,23.6,0,90.6,32313,-,53365,30313,15952,-,0
SAN DIEGO,19940712,N,KAISER FOUNDATION HOSPITAL ZION,05D0888685,Y,M1,20200711,92120,41740,-117.0951878,32.7913395,KAISER PERMANENTE SAN DIEGO MEDICAL CENTER,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
SAN DIEGO,19951109,Y,SCRIPPS MERCY HEALTHCARE SAN DIEGO,05D0898495,N,M1,20000208,92103,41740,-117.1600534,32.7514518,SCRIPPS MERCY HOSPITAL OF SAN DIEGO,60,0.6,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,61875,70761,62192,76940,28567,4.6,1.3,4.2,13.2,11.8,65,64.8,59,5.8,9,0.3,35,3787,0.7,4.8,22.7,29.3,12.8,18.8,11,94.5,29535,31094,26836,24340,30781,47472,0
SAN DIEGO,20090325,N,EMERGENCY SERVICES MEDICAL CORPORATION,05D1097390,Y,M1,20110324,92123,41740,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,100,1,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,37500,63376,39167,64144,31416,24.4,3.6,68.4,25.4,34.5,50.2,50.2,48.4,1.8,3.6,0,49.8,242,0.4,19.8,16.9,37.2,11.2,8.7,5.8,79.8,22500,-,-,-,-,-,0
CHULA VISTA,19930628,N,SCRIPPS MERCY HOSPITAL-CHULA VISTA,05D0565928,Y,M1,20190208,91912,41740,-117.083151,32.633757,SCRIPPS MERCY HOSPITAL OF CHULA VISTA,60,0.6,CHULA VISTA CITY,265126,35.5,80417,80.3,19.7,3.34,3.69,10293,21.6,15810,8,5.4,161543,59.7,46145,17.1,15078,5.6,144,0.1,36273,13.4,2010,0.7,1086,0.4,8171,3,69.4,30.6,54.9,252959,59.1,21.1,"$  2,500-",N,-,N,N,0,-,0,53.6,-,27.5,27.5,27.5,0,0,0,72.5,55,0,23.6,41.8,0,0,34.5,0,76.4,-,-,-,-,-,-,0
CHULA VISTA,19930325,N,SCRIPPS MEM HOSP CARDIOPULMONARY LAB,05D0705679,Y,LAB,20020312,91910,41740,-117.083151,32.633757,SCRIPPS MERCY HOSPITAL OF CHULA VISTA,60,0.6,CHULA VISTA CITY,265126,35.5,80417,80.3,19.7,3.34,3.69,10293,21.6,15810,8,5.4,161543,59.7,46145,17.1,15078,5.6,144,0.1,36273,13.4,2010,0.7,1086,0.4,8171,3,69.4,30.6,54.9,252959,59.1,21.1,57902,71117,66579,80397,27837,14,11,21.4,22.2,38.3,58.8,58.8,57.5,1.3,2.1,0,41.2,2022,1.2,8.3,19.8,38.1,10.1,11.3,11.3,90.6,34701,-,38333,32895,-,60385,0
CHULA VISTA,19930203,N,SHARP CHULA VISTA MEDICAL CENTER,05D0860303,Y,LAB,20200831,91911,41740,-117.0229286,32.6187715,SHARP CHULA VISTA MEDICAL CENTER,100,1,CHULA VISTA CITY,265126,35.5,80417,80.3,19.7,3.34,3.69,10293,21.6,15810,8,5.4,161543,59.7,46145,17.1,15078,5.6,144,0.1,36273,13.4,2010,0.7,1086,0.4,8171,3,69.4,30.6,54.9,252959,59.1,21.1,37727,32125,-,N,17294,0,0,-,0,-,30.6,30.6,30.6,0,0,0,69.4,36,0,0,52.8,47.2,0,0,0,100,-,-,-,-,-,-,0
CHULA VISTA,19930331,N,SCRIPPS MEMORIAL HOSP NURSING SERVICE,05D0866614,Y,LAB,20020831,91910,41740,-117.083151,32.633757,SCRIPPS MERCY HOSPITAL OF CHULA VISTA,60,0.6,CHULA VISTA CITY,265126,35.5,80417,80.3,19.7,3.34,3.69,10293,21.6,15810,8,5.4,161543,59.7,46145,17.1,15078,5.6,144,0.1,36273,13.4,2010,0.7,1086,0.4,8171,3,69.4,30.6,54.9,252959,59.1,21.1,52463,61228,52426,64442,21860,0,0,-,6.1,0,66.3,66.3,59,7.2,10.9,0,33.7,1055,7.4,10.8,31.7,26.1,4.9,0,19.1,81.8,21682,-,21266,-,-,20833,0
CHULA VISTA,19961101,N,SCRIPPS MEMORIAL HOSPITAL ANATOMIC LAB,05D0921650,Y,LAB,19991019,91910,41740,-117.083151,32.633757,SCRIPPS MERCY HOSPITAL OF CHULA VISTA,60,0.6,CHULA VISTA CITY,265126,35.5,80417,80.3,19.7,3.34,3.69,10293,21.6,15810,8,5.4,161543,59.7,46145,17.1,15078,5.6,144,0.1,36273,13.4,2010,0.7,1086,0.4,8171,3,69.4,30.6,54.9,252959,59.1,21.1,34292,47014,60295,65322,20132,2.9,0,13.9,11.4,4.5,52.1,52.1,48.7,3.4,6.5,0,47.9,2366,2.1,11.1,33.1,29.9,12.8,10.4,0.6,86.8,30538,29779,31102,24727,34394,-,0
OCEANSIDE,19930512,N,TRI CITY MEDICAL CTR CARDIOPULMONARY,05D0568204,Y,LAB,19990101,92056,41740,-117.2902595,33.1851545,TRI-CITY MEDICAL CENTER OF OCEANSIDE,60,0.6,OCEANSIDE CITY,173499,39,61138,69.2,30.8,2.87,3.35,4014,31,16234,11.8,2.4,63729,36.2,82615,46.9,8641,4.9,1093,0.6,13731,7.8,675,0.4,138,0.1,5586,3.2,78.8,21.2,55.3,166537,33.6,12.6,31250,58055,24000,42344,22685,27.8,0,52.6,43.5,31.6,57.7,57.7,53.1,4.6,8,0,42.3,150,0,16.7,32,13.3,12,21.3,4.7,83.3,20893,-,-,28571,-,-,0
OCEANSIDE,19940322,N,TRI-CITY MEDICAL CENTER CLINICAL LABORATORY,05D0643045,Y,M1,20190227,92056,41740,-117.2902595,33.1851545,TRI-CITY MEDICAL CENTER OF OCEANSIDE,60,0.6,OCEANSIDE CITY,173499,39,61138,69.2,30.8,2.87,3.35,4014,31,16234,11.8,2.4,63729,36.2,82615,46.9,8641,4.9,1093,0.6,13731,7.8,675,0.4,138,0.1,5586,3.2,78.8,21.2,55.3,166537,33.6,12.6,39750,50816,36848,49152,18545,17.3,0,27.2,17.4,15.3,73.1,73.1,65.5,7.5,10.3,0,26.9,387,0,4.4,45.5,46.3,1,2.1,0.8,95.6,28750,-,25583,31029,-,-,0
OCEANSIDE,19951229,N,SAN DIEGO BLOOD BANK,05D0910186,Y,LAB,20000401,92056,41740,-117.2902595,33.1851545,TRI-CITY MEDICAL CENTER OF OCEANSIDE,60,0.6,OCEANSIDE CITY,173499,39,61138,69.2,30.8,2.87,3.35,4014,31,16234,11.8,2.4,63729,36.2,82615,46.9,8641,4.9,1093,0.6,13731,7.8,675,0.4,138,0.1,5586,3.2,78.8,21.2,55.3,166537,33.6,12.6,-,64157,71563,128767,41971,0,0,0,29.4,-,42.3,42.3,38.8,3.6,8.4,0,57.7,477,0,6.5,32.3,17.2,4.2,20.1,19.7,93.5,25208,-,-,-,-,-,0
SAN DIEGO,19921218,N,UC SAN DIEGO HEALTH CLINICAL LABORATORY-HILLCREST,05D0643085,Y,M1,20190613,92103,41740,-117.1659225,32.754257,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,100,1,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,65250,114582,106125,175320,64791,0,0,0,4,0,57.8,57.8,57.8,0,0,0,42.2,184,0,2.7,7.1,18.5,6.5,33.7,31.5,97.3,52143,-,-,-,51875,63750,0
